label,palavras
DJ_CONTROLLERS,"nx,otim,defeit,bag,pacot,ofert,bcd,notebook,not,mund,mpc,mixdeck,maschin,lanc,instrument,hard,funk,arranj,fiscal,casi,softw,clip,brind,tech,toc,tod,studi,envi,top,som,sertanej,melhor,medel,portatil,loj,digit,ano,fret,nativ,lacr,equip,gemin,napol,seminov,plataform,est,sem,gratil,mil,mid"
AV_RECEIVERS,"mod,play,pionn,otim,hi,nao,receb,zon,pre,polyvox,plac,orion,jbl,jvc,integr,funcion,estere,envi,entreg,elit,dvd,disc,ps,ak,us,tod,syst,perfeit,control,vide,fio,ht,kardon,nf,nfe,pec,mutek,rm,portug,atm,est,wi,lei,rz,pr,technic,hdr,ds,stere,garant"
MUSICAL_TUNERS,"slimpitch,ct,nux,mxt,micr,lo,la,fiest,seri,dolphin,pirat,sopr,sound,pc,csr,cp,alumini,violao,bat,brind,behring,jt,not,barb,ft,cs,fend,compact,eno,cord,daddari,xcm,lig,pw,rockabilly,ga,gt,aw,pb,planet,wav,instrument,diapasa,chromatic,showroom,pt,muert,viol,garant,pub"
TOOL_BOXES,"mf,chav,medic,max,pequen,plastica,polibr,gratil,gedor,gav,crv,sanf,sinte,dewalt,tamp,transpar,alicat,amarel,utility,un,transport,model,bernard,pt,brasfort,guard,pro,cf,pra,pp,irwin,removi,mfv,sao,compart,makit,modul,carr,mal,bols,litr,jog,inox,xxmm,promoca,tip,parafus,remedi,new,tr"
ELECTRONIC_ENTRANCE_INTERCOMS,"elev,hikvision,seguranc,cade,classic,condomin,condomini,ecp,garen,gsm,ab,touch,caix,cas,circuit,said,complet,dedic,metr,proteca,via,fe,fx,fret,gratil,telefon,digit,font,danubi,abr,id,tetr,smart,pt,motor,fiscal,chav,contat,ip,ppa,alumini,ivr,dupl,ross,viv,bivolt,porta,ntl,comunic,tel"
SWAY_BARS,"apo,di,peugeot,pc,cl,omeg,of,complet,megan,grand,br,lb,esquerd,land,fiest,freeland,ide,fsi,quattr,cardan,sien,bor,ano,sant,toyot,rov,astr,sportag,int,focu,turb,renault,evoqu,inferi,uno,vectr,hond,fur,ver,acopl,ligaca,axi,benz,orig,sedan,fusion,gol,amortec,escort,cofap"
GATE_MOTORS,"coro,pl,pop,light,resid,eletr,custom,condominium,volt,nov,metr,folh,fechad,dzri,trilh,basc,ultr,par,classic,engren,cv,plu,txc,pent,calh,lev,potenz,univers,combat,enrol,sp,cap,fast,car,ate,agl,porto,tr,brac,segund,sensor,alumini,port,bas,euru,com,speed,ima,att,slid"
HOME_SHELVES,"jog,cri,multivisa,par,flor,fav,prat,demolica,retr,rod,cub,medi,design,marrom,jardim,amarel,fot,artesan,verd,fixaca,color,colme,cha,mes,cru,carr,promoca,clar,crom,infantil,montessor,montessori,cor,caf,industr,elit,branco,dec,cabid,xxcm,metal,mov,tabac,suspens,sob,banh,tramontin,tayl,quart,cant"
EROTIC_PUMPS,"ada,adult,motor,dur,problem,mass,reposica,hydromax,sexy,pau,promoca,marc,gratil,garant,sexshop,func,tensordin,ereca,tub,ejaculaca,skin,peniana,fantasy,fic,lubrific,engross,fret,fum,meg,melhor,cyberskin,control,penistec,voluma,prim,succa,veloc,mr,hot,pump,comprov,compr,valvul,big,flow,aprov,mrbig,tensortech,vibraco,ce"
MOTORCYCLE_JERSEYS,"fri,edition,supermatic,fret,tech,techst,sayak,st,the,discovery,discov,sandr,street,long,mod,roup,promoca,sol,livew,rid,yamah,ggg,proteca,flex,curt,climat,algoda,xgg,regat,endur,conjunt,motocicl,activ,ross,valentin,legacy,suzuk,gp,pilot,laranja,sr,cros,bmw,podium,jett,fun,hond,troy,mang,racing"
AQUARIUM_FILTERS,"liberty,fosfat,zoomed,gratil,rea,sea,litros,slim,lamp,hi,impell,esteriliz,ef,aleas,agu,refil,font,red,ist,jenec,espum,deioniz,peix,perlon,pow,jeba,reef,sub,watt,submers,siporax,remov,test,leecom,terrari,eheim,efu,continuum,complet,clearview,bio,lh,ext,filt,wf,ae,marin,mar,revers,osmos"
CAR_ENGINE_CAMSHAFTS,"samc,esquerd,corre,voyag,sb,aplic,at,mont,vectr,pali,hond,golf,balancim,onix,om,tsi,rang,astr,sander,sant,cruz,scenic,megan,sportag,tucson,taka,vhc,town,dobl,pajer,ka,diesel,benz,cc,gasolin,fe,mi,coroll,cilindr,fiest,corr,mitsubish,toyot,sucat,fox,tuch,azer,tfs,orig,peugeot"
CLUTCH_FORKS,"vt,engat,sc,sonic,fixaca,ferguson,escort,pt,deg,valtr,nf,long,po,piv,ar,astr,hilux,hpe,ate,balanc,hr,mudanc,rang,outdo,hyund,guard,hb,sien,veloc,cilindr,al,dobl,traca,chery,carg,fox,fusc,caravan,brasil,guarda,monz,bosch,komb,birr,cors,sport,tulip,coif,pajer,transferenc"
CELLPHONE_REPAIR_TOOL_KITS,"ades,stencil,retrabalh,emborrach,pret,barat,bga,pront,led,yxb,pra,pont,mt,outr,parafus,conjunt,banh,pentalob,entreg,android,alt,gs,gratil,galaxy,appl,fix,un,uv,flux,display,dupl,exclusiv,lg,maquin,font,in,kapton,fio,cab,touch,test,alicat,suport,sony,univers,fret,gramp,smartphon,lamin,phillip"
PARTY_HATS,"patat,gal,noiv,gladi,one,chav,magic,pat,pec,lob,piec,pink,pint,lantejoul,coqu,chopp,preto,rend,st,eldor,unid,elm,decor,cour,feliz,feminin,fer,show,rodei,mediev,glitt,lon,cozinh,la,color,disney,mickey,chef,pc,tec,atac,sort,promoca,acessori,unic,escolh,desfi,estil,sombrer,boin"
BOOKCASES,"tx,lif,modern,pequen,ho,painel,natur,multy,esc,fosc,cacau,freij,hecol,line,xang,kuadr,cant,palit,quart,ate,sien,qmov,entreg,bibliotec,vidr,lind,turques,appunt,macic,mes,mont,infantil,cmxcm,prat,nobr,class,caemmun,rt,cinz,avel,tv,linh,pe,estil,esm,clar,escrivan,sidney,bl,banc"
PET_COLLARS,"luz,larg,gg,display,cartel,mochil,regula,bab,bay,gatos,velud,bellbold,numb,ofert,marrom,pec,var,estimaca,envi,bol,harnes,serest,tec,sao,animal,band,espec,ferplast,nom,vermelh,grav,simpl,fre,pret,legit,elo,colet,reforc,dupl,lux,enforc,filhot,plac,crav,pc,person,surpr,sol,sinte,elas"
SUITCASES,"espac,le,la,malet,mar,mia,gladi,pmg,flight,litr,pc,alumini,fullocean,new,viaj,xx,brind,kipling,veg,ofert,marc,feminin,pp,dour,lun,villag,rox,vinh,segred,bag,sup,lansay,anac,delsey,marrom,mf,american,tourist,estamp,sacol,verd,girat,vermelh,barat,luxcel,antig,expansi,ika,design,cruz"
CELLPHONE_REPLACEMENT_CAMERAS,"zeml,liv,kf,aqu,ultr,styl,ktv,kl,ka,jog,cel,tm,ms,pow,duo,pec,dl,edg,max,df,frontal,leon,jg,ipad,gbt,redm,gfd,sansung,webc,ze,zdkl,ypy,xiaom,traz,studi,caterpill,ja,pop,diant,kd,am,sensor,mp,blu,lent,nok,funcion,one,gratil,go"
MEN_SWIMWEAR,"tal,colcc,fl,john,coqu,folh,fp,kid,lanc,laranj,lind,mickey,model,addicted,vari,tig,full,camufl,juvenil,gratil,long,front,forr,mai,filh,col,coleca,toalh,brind,amarel,banh,brasil,ref,biquin,boj,gg,surf,beb,camis,bon,cinz,branc,crianc,conjunt,collection,top,fit,vermelh,promoca,slim"
HAIR_BRUSHES,"yellow,color,cabeleir,curv,rog,brind,prohit,hit,pequen,the,pc,merci,med,cor,esc,ole,nylon,natur,cort,prof,lis,racket,spin,alumini,econom,fret,bio,gratil,styling,vertix,michel,cour,metal,interess,ion,fin,magic,metallic,espec,cabelud,cona,sala,red,mist,dent,hairdressing,sec,philc,cm,portatil"
TV_RECEIVERS_AND_DECODERS,"sup,prepag,pix,mt,greatek,habilit,max,lnbf,multipont,multilas,ms,mous,wireles,rec,ku,itv,entreg,entr,brasil,bedin,air,quadrangul,iptv,abert,rx,seg,uhf,so,intern,promoca,aparelh,vide,via,complet,isdb,amlogic,wif,ghz,intelig,receb,habilitaca,dvb,fret,univers,plu,audi,top,band,wi,glob"
IRONS,"pec,xp,semp,not,mallory,litr,kil,iron,xbr,glis,garant,filtr,est,dour,champagn,bom,beach,back,azur,artesanat,and,pra,hamilton,sib,sm,vfa,vertic,us,toshib,steammax,speed,agratt,sie,resistenc,amvox,cab,cald,cap,comfort,duralis,easylin,essent,fe,fio,easyspeed,pas,sing,verd,pront,sup"
BICYCLE_HANDLEBARS,"elev,kod,cor,baix,mm,avanc,mast,audax,light,lev,token,fl,barr,integr,itm,quadr,guidom,gui,gratil,ded,gi,meg,full,fret,forc,pec,guidon,model,syncr,uno,tt,aro,vr,truvativ,selim,tranz,cyran,high,tamanh,alum,lig,motociclet,fizik,crom,one,lt,fac,lit,venz,bar"
MAKEUP_REMOVERS,"sheet,cleasing,sensibi,bi,routin,lancom,pacot,ore,bourjoil,serum,ndeg,natur,effacl,expres,it,japan,cliniqu,lab,siz,travel,tonic,tod,tip,asepx,banil,visag,makeup,magic,facil,matt,luisanc,balm,jequit,kolos,umedec,divin,posay,boticari,off,belkit,the,cleans,thermal,bioderm,viv,roch,sabonet,promoca,demaq,fre"
LIGHTERS,"dec,import,regul,dupont,entreg,carva,inox,canet,king,matt,pack,pec,pit,bob,bronz,regula,ronson,tub,transpar,st,class,barat,rar,chrom,cx,charut,alt,cav,aprov,carti,unidad,atac,lacr,refil,lis,log,lata,pol,our,qual,silicon,grand,of,fosc,tip,querosen,cigarr,verd,max,hip"
MOTORCYCLE_CRASH_BARS,"bau,fosc,titanium,ybr,protork,nov,ninj,iron,gsx,srad,start,tank,explor,tech,pad,asa,cor,adventur,boy,alumini,tras,boulevard,ano,hd,ank,hornet,diant,giv,cross,fac,cart,dour,ades,softail,tn,suport,sport,radi,tanqu,fat,moustach,dupl,xl,cbr,custom,faz,fg,sptop,later,prot"
FLUTES,"est,irland,phx,curv,not,custom,microfon,metod,marc,man,si,sl,yrt,sll,japa,pdf,tradic,indi,winn,dour,flut,dolphin,hfl,ii,hoyden,whistl,weril,vogg,verd,usa,estil,men,music,limp,fln,flautim,zion,pe,buffet,alt,bag,banh,us,tranvers,bii,semi,re,pan,piccol,produt"
VEHICLE_CLUTCH_CABLES,"rm,cr,pamp,kcab,term,hornet,harley,dafr,ii,comet,cbr,bor,automa,fiest,corcel,ef,rx,flexi,fusc,cabos,land,marc,max,neo,alavanc,yzf,ten,xl,variant,tux,tras,ar,brasil,man,march,sien,shadow,gs,fac,part,crf,pop,cambi,intrud,cap,br,faz,cabovel,parat,ks"
CAR_DOOR_HINGES,"xs,grand,motor,sorent,monz,merced,mast,xei,hb,vectr,fiest,fit,fechad,pc,ka,dust,logan,dian,di,mol,daily,aud,nov,orig,parafus,acab,td,tsi,uno,rang,sw,str,lifan,new,jett,focu,up,volv,prism,sien,sport,celt,bmw,sav,cors,golf,picass,tir,cx,corred"
CAMERA_CHARGERS,"tl,hdrsr,pk,st,pv,cgp,rx,dcrdvd,lz,vbg,nv,pj,yn,dvd,fv,fzk,mvc,hc,vl,sc,ti,lib,compati,ld,dx,dc,ion,fret,lpe,gh,dual,dv,univers,fh,du,enel,casi,ba,cga,bivolt,model,adapt,powershot,finepix,tr,bn,vw,sjc,lantern,trv"
PROTECTION_NETS,"un,zinc,poliest,men,prot,pront,porta,feir,polipropilen,fio,pod,quadr,garant,ofert,inset,inst,ja,model,larg,pvc,entreg,barrac,verd,univers,tv,retir,tranc,rj,beg,sol,plas,x_x,amarel,instal,gelad,rai,pul,cinz,fabr,promoca,cobert,color,comb,eletr,malhax,ant,homelline,impermea,equiplex,altur"
INTERCOOLER_HOSES,"mi,gl,zaf,renault,pajer,onibu,nov,mwm,monz,meriv,mb,stralil,sup,suport,td,deg,vc,agil,jump,hpe,di,lad,couri,conexa,cole,benz,omeg,ap,passat,admissa,valvul,retorn,sport,spa,rov,valcl,celt,str,dut,esquerd,sien,golf,merced,sprint,dagu,citroen,diesel,fiest,flux,pali"
WHEELS_BEARINGS,"town,zz,classic,daily,tfs,bah,jump,ivec,agil,golf,fusc,fox,fit,mast,med,hyund,escort,orig,diesel,cobr,quattr,hond,agulh,cl,volv,up,caix,std,sander,rs,estic,gui,ir,ano,uno,apoi,aro,tod,rang,pajer,passat,pc,dupl,civic,sien,ka,coroll,sant,intern,renault"
TOILET_RUGS,"lil,mor,pvc,quadr,rend,sol,frufru,dohl,velud,agr,mir,prec,padra,pass,fret,gratil,fof,dorminhoc,pint,karsten,nud,xx,luxury,shaggy,vinh,cmxcm,vent,rayz,anti,relev,are,kapaz,alt,ban,borrach,barat,cotton,entreg,entr,caramel,derrap,cru,corttex,kap,acqu,ros,pelud,pront,piscin,maci"
MOTORCYCLE_STARTER_MOTORS,"tv,zm,xj,scoot,motard,mod,zig,hayabus,versy,falcon,esi,gs,ski,engren,hunt,ed,jet,kans,di,comet,brind,orig,br,shineray,las,garant,bmw,lead,max,fazer,mix,futur,ninj,twist,ys,partida,sup,rr,tod,bandit,kasinsk,esd,es,crf,us,flex,repar,cc,ima,xre"
CV_JOINTS,"cc,nov,tucson,premi,homoc,intern,perfect,tfs,tod,radi,new,versaill,vit,benz,aut,vt,fiorin,merced,pec,flex,med,komb,fiest,eix,onix,sport,coroll,suzuk,toyot,turb,citroen,diesel,fix,golf,mare,classic,weekend,orig,volkswagen,le,al,apo,aro,dent,pol,hond,ide,renault,mont,passat"
ENGINE_VALVES_SPRING_RETAINERS,"monz,tiguan,jett,mx,ohc,opal,porsch,eclips,ret,lanc,sav,str,suport,coup,tampa,cummim,topic,bref,auxili,mazd,apex,rvpg,hst,ford,ap,nissan,punt,cli,rvm,ducat,di,xc,kia,scenic,sedan,track,full,volkswagen,xx,anel,new,megan,taka,parat,pc,suzuk,beetl,valv,brag,fiest"
CRANKSHAFTS,"yanm,gl,anel,cummim,girabrequim,sport,sportag,encost,pajer,pamp,voyag,cv,hr,zaf,picass,bar,standard,ducat,cht,tod,toyot,track,city,ano,om,mare,orig,cod,fusion,fe,codmv,cerat,coroll,aud,ivec,sucat,tucson,sander,virabrequin,pol,sien,retific,diesel,uno,vectr,cc,cors,etorq,merced,cruz"
CACHACAS,"agu,morang,pingometr,butec,crucilandia,lic,schnap,seduction,ch,mg,chav,limit,barr,uni,chocolat,moren,vil,cx,chic,noit,louc,pitu,rainh,dam,dos,top,edica,grau,anos,brind,lima,licoroso,mist,lacr,espec,havan,cab,qual,un,beb,terr,serr,geral,promoca,garot,caip,coquetel,branc,canastr,canel"
ELECTRIC_DRILLS,"rotaca,soquet,milwauke,hpx,hph,prof,funcion,fsv,reversa,fort,model,sdh,motor,vel,tic,bat,bd,concret,bas,nffi,martelet,pc,pfu,promoca,profess,bit,bivolt,black,ferrament,dwt,serr,goody,bt,belfix,hamm,hdk,imp,magne,brind,dw,wesc,jog,pec,schulz,nov,tm,sp,hobby,rpm,pneuma"
BATTERY_CHARGERS,"xc,hr,grenc,inmetr,ma,hor,pack,hhu,hhgn,jur,vapores,us,uni,gp,bank,ofert,new,gold,mh,pen,lux,liti,lg,volt,vidr,kp,panasonic,orig,philip,pow,prec,sup,bap,allight,unid,carregador,bi,grand,ion,smok,led,barat,li,imediat,font,litokal,elgin,digit,brind,pront"
TOOTHPASTES,"top,activ,mult,unidad,melhor,cr,cuid,toothgel,morang,regenerat,lumin,smil,kit,higien,sup,xilitol,nr,esmalt,cad,bituf,bioten,be,barat,fixod,lot,mint,atac,nan,grand,tripl,proteca,sensodyn,suavetex,spray,tub,enxagu,baby,whitening,bon,gratil,complet,dentil,curaprox,eua,kid,coreg,branc,uni,alivi,ultr"
GPS,"tablet,persegu,detec,zum,lm,quatr,pront,oregon,nov,new,vw,mtc,igo,ref,ford,fishfind,entreg,echomap,cv,color,chirp,carreg,ram,agu,temp,sup,touchscreen,screen,sond,hp,gpr,go,plu,localiz,promoca,fiat,dagu,usb,sedan,raymarin,brasil,bmw,top,cart,strik,us,powerpack,pop,gps,gpsmap"
HAND_POLISHERS,"luc,silicon,fin,plas,new,malc,pow,pret,prim,it,hamm,scholl,sec,nov,finish,songh,nf,suport,vox,tir,alumini,amarel,ultimat,compound,ultr,stgpk,spray,pav,lt,uso,agu,gr,gpo,eletr,fret,simil,farol,einhell,la,ce,lav,lix,furad,carr,ker,wpk,pneuma,sup,vitrific,sh"
CD_AND_DVD_PLAYERS,"vide,ate,britan,dvh,prat,rca,mecan,ripping,automo,luv,bdp,func,intern,ii,toshib,digit,serv,retratil,retir,karaoke,asu,bluetooth,dvpk,mod,est,duplic,sd,pavilion,front,fret,disc,nao,caix,remot,cab,torr,sr,slim,said,promoca,princip,gratil,ph,posi,dp,hd,pec,cce,sp,panasonic"
GUN_HOLSTERS,"sup,metal,ambidestr,bas,th,gbb,aba,pret,gun,guard,fret,simil,parafus,colt,tactic,tan,cbk,cap,adapt,pressa,colet,curt,dissimul,evolution,extern,gratil,cal,magne,algem,long,seri,promoca,plataform,abdom,eagl,rap,cor,elas,iwb,suport,model,tornozel,berett,carabin,maynard,ipsc,rt,robocop,saqu,magnum"
CRIBS,"abracadabr,cherry,sleep,slim,port,complet,cinz,soft,peternell,certific,be,bco,bambin,avela,anim,desenh,est,fosc,inmetr,lac,model,mois,katatau,tutt,tulip,sol,prote,mezz,ant,arc,auxili,touch,capton,the,classic,cor,crianc,rod,gratil,estrel,planet,multimo,menin,natur,new,art,branco,mini,henn,in"
TOILET_SEATS,"pol,city,prim,prat,pec,envi,defici,softclos,branc,stylu,clean,mar,maci,fit,tpj,laufen,dun,flaming,palh,durin,gel,ferr,retangul,padra,fech,nex,bellart,almof,paril,mebuk,fior,fixaca,vog,crem,slow,univers,tpk,lif,hervy,calyps,pergamon,roc,ap,carl,carr,amortec,tigr,lis,rivi,cor"
SOFA_AND_FUTON_COVERS,"poliest,mar,enrug,elen,dec,otim,prot,dal,cobert,charm,cas,gigant,mr,imediat,tod,unic,ate,amer,pet,objet,forr,lind,lu,paril,dan,envi,prec,conjunt,sobr,tabaco,bols,fio,md,brind,brim,bom,vermelho,algoda,tec,sob,reclina,qual,port,df,ofert,eleganc,ana,lis,lux,padra"
ENGINE_COOLING_FAN_MOTORS,"gv,quent,complet,monz,ix,orig,canist,benz,kia,amarok,fiorin,sant,escort,logan,td,ae,dens,agu,vale,us,mont,nov,imobr,pa,bosch,spin,pall,chevrolet,aud,bmw,kadett,megan,flex,univers,triton,cobalt,ecosport,suport,voyag,condens,ka,coroll,hyund,cl,classic,xs,nissan,merced,pajer,toyot"
PANTS,"cinz,pront,rher,zip,lind,levil,later,prec,premium,fitnes,fak,nov,sawary,lot,us,suplex,uniform,band,term,var,ano,gross,cirr,branc,entreg,cour,fit,conjunt,barat,brim,estil,escur,detalh,lis,academ,unissex,panicat,ofert,tatic,bord,cas,flanel,hot,model,milit,pec,pitbull,verd,beb,sup"
BABY_CAR_SEATS,"nin,saf,advanc,belin,britax,princes,lux,lenox,dziec,eleganc,minni,maxi,prim,promoca,ferrar,abc,piccolin,design,cybex,cor,comet,cockpit,casul,adapt,ev,gratil,gro,entreg,weeg,pront,veicul,tex,te,nov,pr,cocoon,stag,mickey,reclin,voyag,poltr,all,regula,seguranc,mous,neo,nan,multilas,peg,up"
CAR_AC_HOSE_ASSEMBLIES,"alt,condicionado,voyag,sport,flexi,spin,dust,dren,ecosport,hilux,origin,onix,megan,rang,chery,said,ja,chevrolet,golf,esquerd,sensor,cil,city,flux,fit,condens,pk,par,dupl,nissan,uno,us,tras,spacefox,ate,scenic,tucson,automo,str,astr,mont,merced,pajer,ventilaca,prism,fiest,fe,nov,jahu,jett"
STRAWS,"higienizaca,bord,mil,topp,hom,poa,pint,person,pc,pa,minni,kit,flaming,gold,prec,cru,col,cap,brind,beegreen,amarel,algoda,prat,abacax,und,ros,transpar,rox,pront,chav,neon,divert,acril,tropic,alumini,mex,caix,espir,vitamin,bala,beb,ocul,vidr,strawplast,havai,sort,vintag,cor,sombr,coquetel"
GYM_GLOVES,"vermelh,curv,pull,pulley,jur,kitfit,ksn,reforc,rubb,hammerhead,kanx,diari,atri,atac,up,uso,kest,pol,lpo,plu,neoprem,nx,neo,red,palmex,ded,spinning,envi,faix,unissex,hook,grip,emborrach,ofert,esport,proaction,barr,cicl,reebok,preto,cint,brac,puls,craw,malh,alc,promoca,onc,glute,flex"
CAR_ENGINE_CAMSHAFT_SENSORS,"ds,rov,vectr,nov,fsi,sportag,seri,new,nivel,civic,frei,peugeot,cors,courri,escort,regul,ab,diesel,aceler,solenoid,ajust,di,tsi,rotaco,vari,uno,freemont,tfs,cl,focu,cod,diant,cabecot,slk,jett,interrup,fomoc,gol,grand,motor,chevrolet,cruis,pt,cambi,capt,orig,cdi,pedal,cheroke,flex"
KITCHEN_RANGE_HOODS,"lumin,plac,pr,garant,premium,itali,fl,fh,perfect,per,elettromec,dupl,tpix,jh,vend,jur,juros,mes,vitre,glas,pdr,nov,jupit,model,industr,wall,gran,lin,steel,dmix,cook,classic,venu,cit,cartesi,amarel,frank,flex,embut,eletrolux,ii,mide,prat,piramid,vermelh,plu,dritt,cvc,cm,pret"
EROTIC_COSTUMES,"halloween,lent,fog,pirat,pec,orelh,mem,masc,malh,vera,estud,retr,cour,cigan,casal,cas,carnav,camisol,bab,ar,quent,algem,tia,shopsens,velud,sut,unissex,ii,fl,coelh,tang,noiv,invern,cap,selv,brinqued,boin,promoca,top,bord,cor,diab,espanhol,fantasy,garot,venen,sai,flow,milit,mod"
PADLOCKS,"abloy,folh,zamac,prov,dour,prat,entreg,pitbull,fechad,grafit,sonor,ofert,nacion,igual,model,inviola,metal,lif,codig,db,chat,bols,academ,agu,anti,un,transpar,lin,titanium,temper,digit,land,kinb,corr,import,unid,tranc,antifurt,atri,color,trit,barat,cab,fech,fort,fret,angl,cor,zinc,und"
DRIED_FRUITS,"standard,tip,tam,abacax,pront,doc,fibr,polp,frit,fungh,past,morang,grand,vid,pacot,lamin,laranj,dietsz,croc,sab,crist,ac,amazon,unilif,branc,brasil,slw,chocolat,color,lasc,caix,cas,gram,floc,fig,amendoim,embal,viv,salut,sup,pret,pedac,hibisc,turc,prec,atac,para,beb,nov,cha"
DOG_CARRIERS_AND_CARRYING_BAGS,"multius,rid,laranj,mold,aut,carg,estamp,arranh,pink,sacol,exc,lil,bich,panoram,mal,mari,nov,marrom,chal,mot,caes,woof,automo,avianc,front,aten,astron,top,alvor,dog,viag,gol,impermea,med,ferplast,cat,companh,matel,xxcm,medi,bagdog,air,travel,transpet,plas,bag,chic,pawis,numer,rac"
